"Date","Price","Open","High","Low","Vol.","Change %"
"May 15, 2014","80.06","80.11","80.41","79.98","23.00K","-0.10"
"May 14, 2014","80.14","80.17","80.19","80.05","15.35K","-0.09"
"May 13, 2014","80.21","79.95","80.28","79.92","26.80K","0.30"
"May 12, 2014","79.97","79.92","79.97","79.84","12.50K","0.01"
"May 09, 2014","79.96","79.46","79.97","79.46","27.41K","0.71"
"May 08, 2014","79.40","79.27","79.50","78.93","44.18K","0.20"
"May 07, 2014","79.24","79.17","79.29","79.12","16.46K","0.14"
"May 06, 2014","79.13","79.55","79.56","79.09","27.54K","-0.50"
"May 05, 2014","79.53","79.56","79.58","79.48","8.13K","-0.04"
"May 02, 2014","79.56","79.56","79.94","79.52","23.76K","-0.03"
"May 01, 2014","79.58","79.57","79.61","79.48","7.32K","0.06"
"Apr 30, 2014","79.53","79.86","80.02","79.51","21.87K","-0.44"
"Apr 29, 2014","79.88","79.76","79.92","79.66","10.32K","0.15"
"Apr 28, 2014","79.76","79.81","79.91","79.61","11.60K","-0.08"
"Apr 25, 2014","79.82","79.84","79.88","79.73","8.59K","-0.08"
"Apr 24, 2014","79.88","79.92","80.06","79.81","12.19K","-0.08"
"Apr 23, 2014","79.94","79.98","80.00","79.77","13.26K","-0.07"
"Apr 22, 2014","80.00","80.06","80.06","79.86","11.18K","-0.04"
"Apr 21, 2014","80.03","79.94","80.06","79.86","7.59K","0.16"
"Apr 17, 2014","79.90","79.87","79.95","79.65","7.53K","0.03"
"Apr 16, 2014","79.88","79.89","79.95","79.72","10.73K","-0.01"
"Apr 15, 2014","79.89","79.85","79.98","79.76","11.18K","0.10"
"Apr 14, 2014","79.81","79.63","79.91","79.62","10.51K","0.36"
"Apr 11, 2014","79.52","79.48","79.63","79.43","12.80K","0.09"
"Apr 10, 2014","79.45","79.61","79.64","79.39","22.54K","-0.13"
"Apr 09, 2014","79.55","79.88","79.95","79.53","20.31K","-0.35"
"Apr 08, 2014","79.83","80.34","80.35","79.80","25.96K","-0.66"
"Apr 07, 2014","80.36","80.57","80.59","80.31","10.47K","-0.26"
"Apr 04, 2014","80.57","80.60","80.77","80.48","24.50K","-0.09"
"Apr 03, 2014","80.64","80.38","80.69","80.24","40.19K","0.34"
"Apr 02, 2014","80.37","80.25","80.44","80.15","15.83K","0.15"
"Apr 01, 2014","80.25","80.25","80.28","80.12","10.64K","0.00"
"Mar 31, 2014","80.25","80.35","80.58","80.11","21.11K","-0.10"
"Mar 28, 2014","80.33","80.30","80.40","80.20","12.67K","0.10"
"Mar 27, 2014","80.25","80.17","80.35","80.10","15.61K","0.10"
"Mar 26, 2014","80.17","80.12","80.29","80.06","11.94K","0.10"
"Mar 25, 2014","80.09","80.08","80.42","80.00","17.64K","0.01"
"Mar 24, 2014","80.08","80.27","80.45","79.90","18.28K","-0.22"
"Mar 21, 2014","80.26","80.33","80.39","80.19","20.16K","-0.11"
"Mar 20, 2014","80.35","80.18","80.50","80.06","28.09K","0.27"
"Mar 19, 2014","80.13","79.52","80.25","79.49","25.76K","0.74"
"Mar 18, 2014","79.54","79.52","79.67","79.42","16.75K","0.29"
"Mar 17, 2014","79.31","79.42","79.56","79.33","1.43K","-0.16"
"Mar 14, 2014","79.44","79.61","79.69","79.33","14.41K","-0.24"
"Mar 13, 2014","79.63","79.64","79.69","79.28","26.54K","0.03"
"Mar 12, 2014","79.61","79.80","79.85","79.55","33.36K","-0.15"
"Mar 11, 2014","79.73","79.77","79.94","79.71","21.54K","-0.05"
"Mar 10, 2014","79.77","79.69","79.83","79.64","19.69K","0.06"
"Mar 07, 2014","79.72","79.67","79.86","79.44","26.14K","0.06"
"Mar 06, 2014","79.67","80.12","80.21","79.59","35.47K","-0.56"
"Mar 05, 2014","80.12","80.14","80.28","80.06","15.26K","-0.07"
"Mar 04, 2014","80.18","80.10","80.22","79.92","15.66K","0.11"
"Mar 03, 2014","80.09","79.86","80.11","79.78","22.93K","0.46"
"Feb 28, 2014","79.72","80.28","80.33","79.70","30.16K","-0.73"
"Feb 27, 2014","80.31","80.42","80.60","80.25","19.97K","-0.19"
"Feb 26, 2014","80.46","80.16","80.56","80.12","22.71K","0.36"
"Feb 25, 2014","80.17","80.25","80.30","80.05","16.55K","-0.06"
"Feb 24, 2014","80.22","80.28","80.40","80.12","11.98K","-0.06"
"Feb 21, 2014","80.27","80.36","80.44","80.20","13.85K","-0.06"
"Feb 20, 2014","80.32","80.22","80.47","80.07","19.57K","0.16"
"Feb 19, 2014","80.19","80.01","80.28","79.95","17.97K","0.17"
"Feb 18, 2014","80.05","80.20","80.27","80.00","17.20K","-0.16"
"Feb 17, 2014","80.18","80.16","80.20","79.99","4.07K","0.00"
"Feb 14, 2014","80.18","80.35","80.36","80.11","17.48K","-0.25"
"Feb 13, 2014","80.38","80.75","80.75","80.25","25.28K","-0.45"
"Feb 12, 2014","80.74","80.70","80.92","80.57","18.61K","0.05"
"Feb 11, 2014","80.70","80.61","80.75","80.51","24.07K","-0.04"
"Feb 10, 2014","80.73","80.82","80.84","80.67","10.59K","-0.04"
"Feb 07, 2014","80.76","80.97","81.09","80.63","20.86K","-0.30"
"Feb 06, 2014","81.00","81.16","81.35","80.81","28.10K","-0.16"
"Feb 05, 2014","81.13","81.22","81.34","80.82","24.51K","-0.11"
"Feb 04, 2014","81.22","81.17","81.33","81.08","14.22K","0.14"
"Feb 03, 2014","81.11","81.39","81.42","81.09","20.22K","-0.36"
"Jan 31, 2014","81.40","81.17","81.44","81.08","23.50K","0.26"
"Jan 30, 2014","81.19","80.64","81.25","80.64","24.07K","0.76"
"Jan 29, 2014","80.58","80.71","80.90","80.52","22.06K","-0.10"
"Jan 28, 2014","80.66","80.59","80.84","80.47","13.15K","0.06"
"Jan 27, 2014","80.61","80.53","80.65","80.39","14.36K","0.09"
"Jan 24, 2014","80.54","80.56","80.64","80.22","26.81K","0.01"
"Jan 23, 2014","80.53","81.38","81.40","80.49","34.88K","-0.96"
"Jan 22, 2014","81.31","81.17","81.33","81.08","15.00K","0.10"
"Jan 21, 2014","81.23","81.31","81.53","81.14","25.59K","-0.16"
"Jan 20, 2014","81.36","81.34","81.43","81.17","4.25K","0.00"
"Jan 17, 2014","81.36","81.05","81.43","81.02","21.14K","0.42"
"Jan 16, 2014","81.02","81.19","81.20","80.87","21.42K","-0.15"
"Jan 15, 2014","81.14","80.75","81.25","80.75","23.12K","0.47"
"Jan 14, 2014","80.76","80.67","80.79","80.54","13.17K","0.19"
"Jan 13, 2014","80.61","80.75","80.86","80.56","18.58K","-0.17"
"Jan 10, 2014","80.75","81.08","81.27","80.62","38.73K","-0.48"
"Jan 09, 2014","81.14","81.22","81.33","80.98","28.07K","-0.02"
"Jan 08, 2014","81.16","81.06","81.33","80.98","38.07K","0.22"
"Jan 07, 2014","80.98","80.86","81.11","80.75","24.80K","0.21"
"Jan 06, 2014","80.81","81.00","81.08","80.69","24.67K","-0.17"
"Jan 03, 2014","80.95","80.77","81.06","80.64","19.02K","0.20"
"Jan 02, 2014","80.79","80.43","80.86","80.43","22.42K","0.62"
"Jan 01, 2014","80.29","80.29","80.29","80.29","0","0.12"
"Dec 31, 2013","80.19","80.11","80.35","80.09","6.60K","0.09"
"Dec 30, 2013","80.12","80.42","80.58","80.06","14.14K","-0.52"
"Dec 27, 2013","80.54","80.60","80.61","79.82","25.25K","-0.14"
"Dec 26, 2013","80.65","80.67","80.71","80.59","7.23K","-0.02"
"Dec 24, 2013","80.67","80.66","80.78","80.63","5.61K","0.06"
"Dec 23, 2013","80.62","80.75","80.75","80.46","18.04K","-0.16"
"Dec 20, 2013","80.75","80.89","81.00","80.56","23.82K","-0.05"
"Dec 19, 2013","80.79","80.67","80.83","80.62","21.72K","0.67"
"Dec 18, 2013","80.25","80.21","80.72","79.50","35.10K","0.05"
"Dec 17, 2013","80.21","80.28","80.44","80.14","12.53K","0.20"
"Dec 16, 2013","80.05","80.17","80.17","79.92","1.09K","-0.21"
"Dec 13, 2013","80.22","80.22","80.42","80.15","12.71K","0.01"
"Dec 12, 2013","80.21","79.97","80.25","79.85","22.43K","0.40"
"Dec 11, 2013","79.89","79.99","80.06","79.75","29.72K","-0.09"
"Dec 10, 2013","79.96","80.16","80.16","79.83","24.11K","-0.22"
"Dec 09, 2013","80.14","80.23","80.33","80.12","15.63K","-0.21"
"Dec 06, 2013","80.31","80.31","80.64","80.22","22.55K","0.09"
"Dec 05, 2013","80.24","80.67","80.84","80.23","33.75K","-0.48"
"Dec 04, 2013","80.63","80.67","80.93","80.55","23.06K","0.01"
"Dec 03, 2013","80.62","80.95","81.02","80.51","17.51K","-0.40"
"Dec 02, 2013","80.94","80.69","80.99","80.51","19.88K","0.35"
"Nov 29, 2013","80.66","80.56","80.69","80.50","9.81K","-0.11"
"Nov 28, 2013","80.75","80.75","80.75","80.56","2.84K","0.00"
"Nov 27, 2013","80.75","80.69","80.81","80.50","16.93K","0.14"
"Nov 26, 2013","80.64","80.83","80.94","80.62","21.77K","-0.40"
"Nov 25, 2013","80.96","80.72","81.06","80.67","14.88K","0.27"
"Nov 22, 2013","80.74","81.04","81.14","80.69","14.67K","-0.47"
"Nov 21, 2013","81.12","81.19","81.33","81.00","17.61K","-0.06"
"Nov 20, 2013","81.17","80.62","81.20","80.56","31.44K","0.53"
"Nov 19, 2013","80.74","80.74","80.88","80.61","14.42K","-0.11"
"Nov 18, 2013","80.83","80.88","80.97","80.60","13.75K","-0.09"
"Nov 15, 2013","80.90","81.11","81.21","80.83","14.95K","-0.23"
"Nov 14, 2013","81.09","80.86","81.27","80.86","18.55K","0.14"
"Nov 13, 2013","80.98","81.22","81.35","80.80","20.98K","-0.33"
"Nov 12, 2013","81.25","81.19","81.55","81.08","21.32K","0.06"
"Nov 11, 2013","81.20","81.38","81.42","81.13","15.26K","-0.23"
"Nov 08, 2013","81.39","80.95","81.58","80.79","32.56K","0.67"
"Nov 07, 2013","80.85","80.62","81.56","80.52","42.95K","0.36"
"Nov 06, 2013","80.56","80.78","80.80","80.45","14.70K","-0.28"
"Nov 05, 2013","80.79","80.63","80.89","80.58","15.13K","0.19"
"Nov 04, 2013","80.64","80.81","81.03","80.61","17.47K","-0.21"
"Nov 01, 2013","80.81","80.33","80.87","80.32","31.32K","0.69"
"Oct 31, 2013","80.26","79.82","80.36","79.74","26.16K","0.53"
"Oct 30, 2013","79.84","79.70","79.97","79.48","16.31K","0.21"
"Oct 29, 2013","79.67","79.39","79.74","79.34","18.07K","0.45"
"Oct 28, 2013","79.31","79.30","79.44","79.20","10.85K","0.08"
"Oct 25, 2013","79.25","79.25","79.38","79.06","11.62K","0.00"
"Oct 24, 2013","79.25","79.36","79.38","79.14","13.68K","-0.10"
"Oct 23, 2013","79.33","79.31","79.44","79.19","13.44K","0.05"
"Oct 22, 2013","79.29","79.78","79.86","79.23","20.37K","-0.58"
"Oct 21, 2013","79.75","79.73","79.88","79.68","11.06K","0.03"
"Oct 18, 2013","79.73","79.77","79.82","79.55","12.86K","0.01"
"Oct 17, 2013","79.72","80.64","80.65","79.68","26.22K","-1.04"
"Oct 16, 2013","80.56","80.58","80.85","80.37","18.32K","0.00"
"Oct 15, 2013","80.56","80.44","80.80","80.34","25.39K","0.31"
"Oct 14, 2013","80.31","80.39","80.47","80.20","10.07K","-0.17"
"Oct 11, 2013","80.45","80.58","80.62","80.34","14.42K","-0.09"
"Oct 10, 2013","80.52","80.50","80.69","80.39","16.00K","0.06"
"Oct 09, 2013","80.47","79.97","80.86","79.95","29.22K","0.42"
"Oct 08, 2013","80.13","80.00","80.17","79.92","15.81K","0.12"
"Oct 07, 2013","80.03","80.20","80.23","79.97","13.14K","-0.24"
"Oct 04, 2013","80.22","79.85","80.28","79.78","14.31K","0.46"
"Oct 03, 2013","79.85","79.94","80.02","79.72","15.64K","-0.18"
"Oct 02, 2013","79.99","80.29","80.38","79.88","20.80K","-0.32"
"Oct 01, 2013","80.25","80.35","80.41","79.95","28.64K","-0.09"
"Sep 30, 2013","80.32","80.46","80.49","80.11","16.35K","-0.07"
"Sep 27, 2013","80.38","80.65","80.70","80.20","17.03K","-0.32"
"Sep 26, 2013","80.64","80.48","80.76","80.41","17.85K","0.25"
"Sep 25, 2013","80.44","80.69","80.74","80.39","19.24K","-0.31"
"Sep 24, 2013","80.69","80.57","80.75","80.52","15.62K","0.15"
"Sep 23, 2013","80.57","80.47","80.64","80.39","14.78K","0.02"
"Sep 20, 2013","80.55","80.45","80.69","80.41","22.69K","0.09"
"Sep 19, 2013","80.48","80.28","80.56","80.16","36.22K","0.14"
"Sep 18, 2013","80.37","81.30","81.37","80.17","48.16K","-1.14"
"Sep 17, 2013","81.30","81.42","81.50","81.25","13.01K","0.28"
"Sep 16, 2013","81.07","81.16","81.19","81.00","0.61K","-0.47"
"Sep 13, 2013","81.45","81.53","81.73","81.42","16.04K","-0.05"
"Sep 12, 2013","81.49","81.49","81.74","81.35","20.72K","-0.04"
"Sep 11, 2013","81.52","81.83","81.94","81.45","43.84K","-0.37"
"Sep 10, 2013","81.82","81.83","81.98","81.73","29.33K","0.02"
"Sep 09, 2013","81.80","82.25","82.33","81.69","31.87K","-0.45"
"Sep 06, 2013","82.17","82.67","82.70","81.94","39.06K","-0.60"
"Sep 05, 2013","82.67","82.22","82.71","82.10","44.64K","0.57"
"Sep 04, 2013","82.20","82.41","82.47","82.11","22.10K","-0.24"
"Sep 03, 2013","82.40","82.35","82.78","82.28","31.78K","0.32"
"Sep 02, 2013","82.14","82.12","82.36","82.06","9.81K","0.00"
"Aug 30, 2013","82.14","82.03","82.33","81.93","27.16K","0.17"
"Aug 29, 2013","82.00","81.50","82.27","81.42","41.84K","0.65"
"Aug 28, 2013","81.47","81.17","81.64","81.14","31.64K","0.33"
"Aug 27, 2013","81.20","81.39","81.61","81.14","34.09K","-0.29"
"Aug 26, 2013","81.44","81.40","81.56","81.31","16.70K","0.06"
"Aug 23, 2013","81.39","81.55","81.70","81.25","30.45K","-0.17"
"Aug 22, 2013","81.53","81.45","81.95","81.41","34.23K","0.38"
"Aug 21, 2013","81.22","80.94","81.55","80.92","37.47K","0.36"
"Aug 20, 2013","80.93","81.31","81.38","80.77","30.89K","-0.41"
"Aug 19, 2013","81.26","81.32","81.42","81.17","21.27K","-0.04"
"Aug 16, 2013","81.29","81.17","81.44","81.06","25.75K","0.10"
"Aug 15, 2013","81.21","81.67","82.00","81.11","38.71K","-0.67"
"Aug 14, 2013","81.76","81.80","81.91","81.66","20.07K","-0.06"
"Aug 13, 2013","81.81","81.52","81.92","81.44","26.37K","0.54"
"Aug 12, 2013","81.37","81.19","81.55","81.11","21.12K","0.25"
"Aug 09, 2013","81.17","81.10","81.22","80.97","18.62K","0.17"
"Aug 08, 2013","81.03","81.33","81.39","80.89","36.43K","-0.36"
"Aug 07, 2013","81.32","81.62","81.88","81.27","39.51K","-0.42"
"Aug 06, 2013","81.66","81.93","82.02","81.56","28.73K","-0.34"
"Aug 05, 2013","81.94","82.01","82.16","81.81","24.48K","-0.05"
"Aug 02, 2013","81.98","82.43","82.61","81.90","43.03K","-0.55"
"Aug 01, 2013","82.43","81.76","82.50","81.69","44.85K","1.09"
"Jul 31, 2013","81.54","81.93","82.30","81.48","62.80K","-0.46"
"Jul 30, 2013","81.92","81.81","82.09","81.69","34.46K","0.20"
"Jul 29, 2013","81.76","81.78","81.94","81.61","27.24K","0.00"
"Jul 26, 2013","81.76","81.88","81.92","81.64","25.30K","-0.35"
"Jul 25, 2013","82.05","82.45","82.50","81.71","26.39K","-0.42"
"Jul 24, 2013","82.40","82.12","82.52","82.02","34.34K","0.44"
"Jul 23, 2013","82.04","82.27","82.47","82.01","25.19K","-0.34"
"Jul 22, 2013","82.32","82.70","82.74","82.13","31.66K","-0.47"
"Jul 19, 2013","82.71","82.91","83.06","82.62","21.30K","-0.29"
"Jul 18, 2013","82.95","82.82","83.16","82.76","25.50K","0.13"
"Jul 17, 2013","82.84","82.69","83.06","82.47","52.42K","0.24"
"Jul 16, 2013","82.64","83.25","83.27","82.53","32.23K","-0.67"
"Jul 15, 2013","83.20","83.11","83.62","83.03","27.75K","0.05"
"Jul 12, 2013","83.16","82.93","83.40","82.89","32.22K","0.29"
"Jul 11, 2013","82.92","82.87","83.42","82.60","52.53K","-1.56"
"Jul 10, 2013","84.23","84.88","84.92","83.64","51.06K","-0.65"
"Jul 09, 2013","84.78","84.48","84.97","84.31","41.45K","0.44"
"Jul 08, 2013","84.41","84.83","84.83","84.36","31.40K","-0.33"
"Jul 05, 2013","84.69","84.12","84.93","84.06","50.50K","1.49"
"Jul 04, 2013","83.45","83.36","84.16","83.33","14.54K","0.00"
"Jul 03, 2013","83.45","83.79","83.94","83.28","33.94K","-0.37"
"Jul 02, 2013","83.76","83.20","83.83","83.17","31.75K","0.61"
"Jul 01, 2013","83.25","83.41","83.47","83.17","25.01K","-0.16"
"Jun 28, 2013","83.38","83.23","83.59","82.97","35.53K","0.28"
"Jun 27, 2013","83.15","83.13","83.43","83.02","30.55K","-0.10"
"Jun 26, 2013","83.23","82.92","83.28","82.73","29.40K","0.52"
"Jun 25, 2013","82.80","82.58","82.95","82.44","38.00K","0.21"
"Jun 24, 2013","82.63","82.71","83.05","82.53","42.42K","0.13"
"Jun 21, 2013","82.52","81.91","82.75","81.77","53.83K","0.51"
"Jun 20, 2013","82.10","81.56","82.32","81.44","58.00K","0.63"
"Jun 19, 2013","81.59","80.86","81.67","80.61","47.80K","1.04"
"Jun 18, 2013","80.75","80.81","81.16","80.71","43.94K","0.02"
"Jun 17, 2013","80.73","80.64","80.81","80.63","0.79K","0.10"
"Jun 14, 2013","80.65","80.75","81.00","80.59","14.58K","-0.11"
"Jun 13, 2013","80.74","80.86","80.98","80.50","28.56K","-0.26"
"Jun 12, 2013","80.95","81.10","81.31","80.75","66.88K","-0.20"
"Jun 11, 2013","81.11","81.72","81.75","81.03","59.58K","-0.66"
"Jun 10, 2013","81.65","81.80","82.09","81.59","54.89K","-0.01"
"Jun 07, 2013","81.66","81.58","81.86","81.08","74.33K","0.15"
"Jun 06, 2013","81.54","82.61","82.69","81.06","106.68K","-1.30"
"Jun 05, 2013","82.61","82.86","82.91","82.50","42.71K","-0.23"
"Jun 04, 2013","82.80","82.73","83.00","82.63","25.27K","0.13"
"Jun 03, 2013","82.69","83.36","83.42","82.45","50.02K","-0.85"
"May 31, 2013","83.40","83.10","83.65","83.05","40.09K","0.40"
"May 30, 2013","83.07","83.61","83.77","83.01","50.61K","-0.75"
"May 29, 2013","83.70","84.39","84.43","83.54","47.18K","-0.56"
"May 28, 2013","84.17","83.72","84.36","83.70","39.15K","0.49"
"May 27, 2013","83.76","83.69","83.76","83.56","4.03K","0.00"
"May 24, 2013","83.76","83.92","84.02","83.50","39.61K","-0.05"
"May 23, 2013","83.80","84.44","84.59","83.67","61.59K","-0.78"
"May 22, 2013","84.46","83.86","84.51","83.52","70.88K","0.61"
"May 21, 2013","83.95","83.89","84.30","83.73","42.61K","0.13"
"May 20, 2013","83.84","84.24","84.40","83.80","34.69K","-0.65"
"May 17, 2013","84.39","83.88","84.52","83.86","47.33K","0.80"
"May 16, 2013","83.72","83.89","84.12","83.57","40.06K","-0.29"
"May 15, 2013","83.96","83.72","84.22","83.68","41.08K","0.30"
"May 14, 2013","83.71","83.25","83.83","83.05","44.35K","0.42"
"May 13, 2013","83.36","83.27","83.45","83.15","21.77K","0.16"
"May 10, 2013","83.23","82.81","83.52","82.77","45.85K","0.42"
"May 09, 2013","82.88","81.97","82.92","81.83","34.97K","1.13"
"May 08, 2013","81.95","82.36","82.40","81.78","25.10K","-0.46"
"May 07, 2013","82.33","82.38","82.42","82.12","18.35K","-0.06"
"May 06, 2013","82.38","82.14","82.47","82.04","20.04K","0.23"
"May 03, 2013","82.19","82.29","82.61","81.83","41.77K","-0.11"
"May 02, 2013","82.28","81.64","82.42","81.54","43.07K","0.93"
"May 01, 2013","81.52","81.74","81.78","81.37","24.79K","-0.35"
"Apr 30, 2013","81.81","82.22","82.36","81.64","34.63K","-0.47"
"Apr 29, 2013","82.20","82.44","82.52","82.10","22.78K","-0.45"
"Apr 26, 2013","82.57","82.89","82.91","82.46","25.97K","-0.33"
"Apr 25, 2013","82.84","83.03","83.06","82.48","30.93K","-0.23"
"Apr 24, 2013","83.03","83.21","83.33","82.97","24.95K","-0.19"
"Apr 23, 2013","83.19","82.77","83.20","82.65","28.99K","0.45"
"Apr 22, 2013","82.82","82.83","83.05","82.73","29.89K","-0.04"
"Apr 19, 2013","82.85","82.67","82.89","82.40","30.43K","0.21"
"Apr 18, 2013","82.68","82.73","82.75","82.46","24.10K","-0.13"
"Apr 17, 2013","82.79","81.89","82.81","81.89","51.70K","1.19"
"Apr 16, 2013","81.82","82.39","82.62","81.78","42.10K","-0.84"
"Apr 15, 2013","82.51","82.19","82.55","82.19","30.02K","0.12"
"Apr 12, 2013","82.41","82.30","82.58","82.14","25.29K","0.10"
"Apr 11, 2013","82.33","82.65","82.68","82.14","27.95K","-0.36"
"Apr 10, 2013","82.63","82.48","82.67","82.32","24.75K","0.27"
"Apr 09, 2013","82.41","82.78","82.82","82.38","21.87K","-0.56"
"Apr 08, 2013","82.87","82.75","82.95","82.61","19.37K","0.33"
"Apr 05, 2013","82.60","82.88","83.01","82.31","30.71K","-0.24"
"Apr 04, 2013","82.80","82.84","83.66","82.74","43.46K","-0.07"
"Apr 03, 2013","82.86","83.08","83.25","82.77","20.05K","-0.28"
"Apr 02, 2013","83.09","82.87","83.13","82.64","16.80K","0.23"
"Apr 01, 2013","82.90","83.17","83.36","82.81","12.02K","-0.32"
"Mar 28, 2013","83.17","83.42","83.46","83.02","20.73K","-0.29"
"Mar 27, 2013","83.41","83.04","83.52","83.01","28.79K","0.43"
"Mar 26, 2013","83.05","83.02","83.17","82.88","19.34K","0.06"
"Mar 25, 2013","83.00","82.61","83.11","81.83","30.09K","0.57"
"Mar 22, 2013","82.53","82.96","82.98","82.44","27.12K","-0.46"
"Mar 21, 2013","82.91","83.00","83.19","82.83","22.59K","-0.05"
"Mar 20, 2013","82.95","83.24","83.25","82.72","30.49K","-0.31"
"Mar 19, 2013","83.21","82.94","83.31","82.83","32.72K","0.78"
"Mar 18, 2013","82.57","82.68","82.83","82.55","0.68K","0.38"
"Mar 15, 2013","82.26","82.53","82.61","82.06","15.35K","-0.44"
"Mar 14, 2013","82.62","82.92","83.18","82.44","36.80K","-0.34"
"Mar 13, 2013","82.90","82.58","83.07","82.35","50.33K","0.38"
"Mar 12, 2013","82.59","82.67","82.81","82.42","30.03K","0.01"
"Mar 11, 2013","82.58","82.76","82.89","82.53","31.26K","-0.18"
"Mar 08, 2013","82.73","82.17","82.94","82.11","39.05K","0.74"
"Mar 07, 2013","82.12","82.61","82.62","82.00","35.17K","-0.47"
"Mar 06, 2013","82.51","82.02","82.64","81.97","26.04K","0.44"
"Mar 05, 2013","82.15","82.21","82.30","81.95","25.02K","-0.12"
"Mar 04, 2013","82.25","82.36","82.53","82.23","19.76K","-0.13"
"Mar 01, 2013","82.36","82.01","82.58","81.85","34.83K","0.44"
"Feb 28, 2013","82.00","81.61","82.08","81.53","27.99K","0.40"
"Feb 27, 2013","81.67","81.94","81.98","81.56","38.85K","-0.33"
"Feb 26, 2013","81.94","81.93","82.03","81.63","46.51K","0.20"
"Feb 25, 2013","81.78","81.70","82.00","81.17","50.84K","0.25"
"Feb 22, 2013","81.58","81.48","81.70","81.26","33.31K","0.04"
"Feb 21, 2013","81.55","81.17","81.62","81.12","39.69K","0.48"
"Feb 20, 2013","81.16","80.46","81.23","80.35","40.94K","0.76"
"Feb 19, 2013","80.55","80.75","80.77","80.50","15.64K","-0.04"
"Feb 18, 2013","80.58","80.70","80.83","80.61","9.34K","0.00"
"Feb 15, 2013","80.58","80.48","80.67","80.31","19.40K","0.05"
"Feb 14, 2013","80.54","80.18","80.71","80.14","34.17K","0.46"
"Feb 13, 2013","80.17","80.10","80.25","79.92","28.47K","0.01"
"Feb 12, 2013","80.16","80.42","80.59","79.99","27.87K","-0.29"
"Feb 11, 2013","80.39","80.28","80.47","80.17","29.30K","0.09"
"Feb 08, 2013","80.32","80.30","80.35","80.01","25.10K","0.07"
"Feb 07, 2013","80.26","79.81","80.34","79.58","46.43K","0.61"
"Feb 06, 2013","79.77","79.56","79.93","79.53","25.29K","0.30"
"Feb 05, 2013","79.53","79.65","79.81","79.49","31.43K","-0.05"
"","","","","","",""
"","Highest:103.81","Lowest:78.93","Difference:24.88","Average:90.95","Change %:12.55"
